YEAR,MN,DT,MAX,MIN,AW,RF,DRNRF(hrs),DRNRF(mnts)
1988,6,9,34.6,23.6,11,0,0,0
1988,6,10,32.3,23.6,7,0,0,0
1988,6,11,32.7,23,13,0,0,0
1988,6,12,34.4,23.6,12,0,0,0
1988,6,13,33.3,23.5,11,0,0,0
1988,6,14,33,23,12,0,0,0
1988,6,15,34.2,22.8,13,0,0,0
1988,6,16,34.5,22.6,12,0,0,0
1988,6,17,33,23.4,13,0,0,0
1988,6,18,32.1,24,9,0,0,0
1988,6,19,34.6,23.8,8,0,0,0
1988,6,20,35,23.5,10,0,0,0
1988,6,21,34.6,23.6,12,0,0,0
1988,6,22,32.8,24,13,0,0,0
1988,6,23,34.5,23.5,12,0,0,0
1988,6,24,34.2,22.6,11,0,0,0
1988,6,25,35,23.4,10,0,0,0
1988,6,26,35.2,23.3,13,0,0,0
1988,6,27,34.8,24,10,0,0,0
1988,6,28,33.3,23,11,0.5,0,10
1988,6,29,34.4,23,10,0,0,0
1988,6,30,33.8,23.8,7,0,0,0
1988,7,1,34.1,22.5,6,1.5,0,4
1988,7,2,35.5,23.4,6,0,0,0
1988,7,3,31.8,22.2,9,4,  ,  
1988,7,4,32,21.1,5,3.2,1,10
1988,7,5,34.5,20.5,5,4,0,50
1988,7,6,32.7,21.1,7,1.5,0,55
1988,7,7,33,21.4,7,23.4,2,0
1988,7,8,30.2,22.1,7,0,0,0
1988,7,9,30.8,21,7,2,0,17
1988,7,10,29,22.2,4,0,0,0
1988,7,11,31.9,20.6,4,66.8,2,10
1988,7,12,31.2,21.4,6,25.4,6,55
1988,7,13,31.8,22.5,11,0.5,0,0
1988,7,14,29,22,15,0,0,0
1988,7,15,29.3,21,14,2.6,0,35
1988,7,16,37.3,,13,5.8,3,10
1988,7,17,33.2,20.6,14,13.4,6,20
1988,7,18,25.3,21.3,13,0.5,0,6
1988,7,19,26.3,21,9,0,0,0
1988,7,20,29.4,22,9,1,0,20
1988,7,21,31.8,23.2,13,0,0,0
1988,7,22,27.3,23.2,8,0,0,0
1988,7,23,30,21.4,9,1.2,0,30
1988,7,24,,21.4,9,7.6,0,5
1988,7,25,29,21.4,8,0.6,0,7
1988,7,26,28.4,22.6,9,0,0,0
1988,7,27,29.4,22,7,1.2,0,20
1988,7,28,34.1,22.1,10,0,0,0
1988,7,29,27.9,22,8,0,0,0
1988,7,30,30.3,22,13,0,0,0
1988,7,31,30.5,22.4,13,0,0,0
1988,8,1,31.9,22,13,0,0,0
1988,8,2,30.2,21.8,11,0,0,0
1988,8,3,31.2,22,11,3,0,7
1988,8,4,31.1,22.4,11,3,  ,  
1988,8,5,31.6,23,9,0,0,0
1988,8,6,30,20.6,3,12.6,1,50
1988,8,7,31.1,21.7,5,3.2,4,20
1988,8,8,30,20.5,9,19.2,0,40
1988,8,9,28.3,21.7,7,0,0,0
1988,8,10,27.4,21.5,8,0,0,0
1988,8,11,29.4,22,7,0,0,0
1988,8,12,29.1,21.5,6,0,0,0
1988,8,13,26.4,21.4,3,0.3,0,5
1988,8,14,30.4,21,4,38.8,1,40
1988,8,15,32,21.6,4,57.6,4,35
1988,8,16,30,22.1,4,0,0,0
1988,8,17,30.4,20.8,8,3.2,2,45
1988,8,18,25.4,20.5,11,4.2,4,37
1988,8,19,26.5,21,14,0,0,0
1988,8,20,29.3,21.5,9,2.2,0,16
1988,8,21,29.4,22.1,9,0,0,0
1988,8,22,29,21.8,5,0,0,0
1988,8,23,29,20.5,3,23,1,25
1988,8,24,28.5,21.2,3,9.4,2,30
1988,8,25,30.5,20.5,4,1.8,0,25
1988,8,26,28.6,20.2,2,0,0,0
1988,8,27,29,20.4,2,42.2,7,35
1988,8,28,28.4,20.4,3,8.2,2,5
1988,8,29,27.4,20.6,9,0.2,0,25
1988,8,30,26.5,19.6,10,11.4,7,5
1988,8,31,25.9,20.5,7,2.7,1,0
1988,9,1,26.6,21,7,0,0,0
1988,9,2,29.5,21.2,4,8.2,1,0
1988,9,3,30.2,21.6,3,0.6,0,30
1988,9,4,31,20.2,4,8.4,0,22
1988,9,5,30.5,19.6,2,6.2,2,39
1988,9,6,27.3,20.5,2,1.2,0,28
1988,9,7,29.4,20,3,0.5,0,40
1988,9,8,28.4,21.2,4,0,0,0
1988,9,9,28.5,21.6,4,0,0,0
1988,9,10,29.3,19.8,5,32.6,2,55
1988,9,11,28.3,20,2,31.8,3,15
1988,9,12,29.3,20.5,0,11,1,8
1988,9,13,29.5,21.2,0,7.6,0,30
1988,9,14,29.8,21.5,2,0,0,0
1988,9,15,30.2,21.4,1,0,0,0
1988,9,16,30,21.2,5,30.2,6,55
1988,9,17,29.4,21,5,25.6,3,20
1988,9,18,27.4,20.6,4,0.5,0,5
1988,9,19,28.6,21.8,5,0.2,0,5
1988,9,20,28.2,21.2,7,0,0,0
1988,9,21,29.2,20.5,9,0,0,0
1988,9,22,29.9,21.5,9,0,0,0
1988,9,23,29.7,21.4,9,0,0,0
1988,9,24,29.8,22.2,8,0,0,0
1988,9,25,28.4,20.2,4,28.2,6,32
1988,9,26,25,20,1,3.6,2,52
1988,9,27,28,20.5,3,10,2,0
1988,9,28,28.2,21,6,0,0,0
1988,9,29,27.4,18,7,0,0,0
1988,9,30,28,20.4,9,0,0,0
1988,10,1,26.4,20.5,11,0,0,22
1988,10,2,26.2,20.2,11,1.3,0,5
1988,10,3,30,20.5,3,72,7,40
1988,10,4,27.8,20,4,0,0,0
1988,10,5,28.8,21.4,0,1.9,0,20
1988,10,6,30,21.8,1,0.6,0,3
1988,10,7,28.9,19.5,2,7.4,3,40
1988,10,8,28.4,21.8,2,0,0,0
1988,10,9,28.7,19.8,3,0,0,0
1988,10,10,29,19.9,1,0,0,0
1988,10,11,28.4,18.3,1,0,0,0
1988,10,12,28.6,18.2,1,0,0,0
1988,10,13,29,18.1,1,0,0,0
1988,10,14,29.4,17.5,2,0,0,0
1988,10,15,29.9,18.1,3,0,0,0
1988,10,16,29.4,18.8,3,0,0,0
1988,10,17,30,17,2,0,0,0
1988,10,18,30.2,17.5,2,0,0,0
1988,10,19,30,18,2,0,0,0
1988,10,20,30.3,17.8,1,0,0,0
1988,10,21,30.3,18.5,0,0,0,0
1988,10,22,30.2,18.6,1,0,0,0
1988,10,23,30.1,20.4,3,0,0,0
1988,10,24,30,19.4,2,0,0,0
1988,10,25,30.1,19.1,2,4.6,0,25
1988,10,26,29.4,19.9,1,0,0,0
1988,10,27,28.9,16.9,1,0,0,0
1988,10,28,29.9,17.4,1,0,0,0
1988,10,29,29.3,16.6,1,0,0,0
1988,10,30,29,16.4,1,0,0,0
1988,10,31,29.2,16.8,1,0,0,0
1988,11,1,28.8,18.5,2,0,0,0
1988,11,2,29.3,18.5,2,0,0,0
1988,11,3,27.9,19.4,3,0,0,0
1988,11,4,28.3,19.6,2,0,0,0
1988,11,5,28.2,20.1,3,0.1,0,2
1988,11,6,26.5,19.2,4,0.2,0,4
1988,11,7,24.3,19.1,2,14.6,4,56
1988,11,8,21,18.2,1,16.6,6,20
1988,11,9,28.3,17.6,2,0,0,0
1988,11,10,26.2,15.5,2,0,0,0
1988,11,11,26.1,16,2,0,0,0
1988,11,12,26.8,17.4,1,0,0,0
1988,11,13,25,17.8,2,0,0,0
1988,11,14,26,17,3,0,0,0
1988,11,15,26.2,16.5,2,0,0,0
1988,11,16,,,  ,,  ,  
1988,11,17,,,  ,,  ,  
1988,11,18,,,  ,,  ,  
1988,11,19,,,  ,,  ,  
1988,11,20,,,  ,,  ,  
1988,11,21,,,  ,,  ,  
1988,11,22,,,  ,,  ,  
1988,11,23,,,  ,,  ,  
1988,11,24,,,  ,,  ,  
1988,11,25,,,  ,,  ,  
1988,11,26,,,  ,,  ,  
1988,11,27,,,  ,,  ,  
1988,11,28,,,  ,,  ,  
1988,11,29,,,  ,,  ,  
1988,11,30,,,  ,,  ,  
1988,12,1,26.6,12.7,1,0,0,0
1988,12,2,26.6,14.8,1,0,0,0
1988,12,3,27.3,19.4,2,1,1,0
1988,12,4,22,17,0,1.8,1,10
1988,12,5,27.2,16.8,0,0,0,0
1988,12,6,26.7,15.1,0,0,0,0
1988,12,7,27.1,14,1,0,0,0
1988,12,8,28,14.5,1,0,0,0
1988,12,9,28.1,15.2,0,0,0,0
1988,12,10,28,19.1,2,0,0,0
1988,12,11,,,  ,,  ,  
1988,12,12,27.2,12,  ,24,6,30
1988,12,13,22,18.8,1,27,7,13
1988,12,14,27.2,19.7,1,0,0,0
1988,12,15,23.3,18,0,1.8,3,5
1988,12,16,25,16.7,2,0,0,0
1988,12,17,25,14.2,1,0,0,0
1988,12,18,24.5,15.2,2,0,0,0
1988,12,19,25.2,17,1,0,0,0
1988,12,20,26.2,17.1,3,0,0,0
1988,12,21,26.8,16.3,2,0,0,0
1988,12,22,25.8,14.8,1,0,0,0
1988,12,23,25.9,14.7,1,0,0,0
1988,12,24,25.4,14.1,1,0,0,0
1988,12,25,26.2,13.8,1,0,0,0
1988,12,26,26.8,15.1,0,0,0,0
1988,12,27,27,15.8,0,0,0,0
1988,12,28,26.2,14.6,1,0,0,0
1988,12,29,25.2,15,1,0,0,0
1988,12,30,26.2,15.4,1,0,0,0
1988,12,31,26.2,16,1,0,0,0
1989,1,1,24.1,15.6,1,0,0,0
1989,1,2,25.3,15.2,1,0,0,0
1989,1,3,26.4,16.8,1,0,0,0
1989,1,4,27.2,15.7,1,0,0,0
1989,1,5,27.8,17,1,0,0,0
1989,1,6,25.3,14.7,2,0,0,0
1989,1,7,27,13.8,1,0,0,0
1989,1,8,25.8,14.2,1,0,0,0
1989,1,9,25.9,15.1,0,0,0,0
1989,1,10,25,14.4,0,0,0,0
1989,1,11,27.3,13.1,0,0,0,0
1989,1,12,26.8,13.2,1,0,0,0
1989,1,13,26.8,14.4,1,0,0,0
1989,1,14,25.8,16.2,2,0,0,0
1989,1,15,25,14,1,0,0,0
1989,1,16,25,12.8,1,0,0,0
1989,1,17,27,14.8,1,0,0,0
1989,1,18,27.6,17.1,1,0,0,0
1989,1,19,27,16.4,1,0,0,0
1989,1,20,27.4,13.6,1,0,0,0
1989,1,21,28.3,14.4,1,0,0,0
1989,1,22,28.4,14.4,0,0,0,0
1989,1,23,28.1,15.2,0,0,0,0
1989,1,24,27.2,17.5,1,0,0,0
1989,1,25,28.8,16.2,1,0,0,0
1989,1,26,28.9,17.5,1,0,0,0
1989,1,27,28,15,2,0,0,0
1989,1,28,27.8,13.8,2,0,0,0
1989,1,29,28.3,13.8,2,0,0,0
1989,1,30,28.2,14.6,1,0,0,0
1989,1,31,28.9,13.2,2,0,0,0
1989,2,1,29,12.7,2,0,0,0
1989,2,2,28.9,13,1,0,0,0
1989,2,3,29,13.6,2,0,0,0
1989,2,4,31,15.1,3,0,0,0
1989,2,5,30.8,15.3,7,0,0,0
1989,2,6,31,15.2,1,0,0,0
1989,2,7,32,14.6,2,0,0,0
1989,2,8,30.8,14.2,1,0,0,0
1989,2,9,31.8,13,3,0,0,0
1989,2,10,31.6,14.5,2,0,0,0
1989,2,11,32,13.4,2,0,0,0
1989,2,12,31.4,15.3,1,0,0,0
1989,2,13,31.2,14.1,3,0,0,0
1989,2,14,31,14.1,2,0,0,0
1989,2,15,32,16.4,2,0,0,0
1989,2,16,32.2,16.5,2,0,0,0
1989,2,17,31.8,18.2,2,0,0,0
1989,2,18,32.2,19.1,2,0,0,0
1989,2,19,33,17.2,3,0,0,0
1989,2,20,33.7,19.6,1,0,0,0
1989,2,21,31.6,15,1,0,0,0
1989,2,22,31.8,17.4,2,0,0,0
1989,2,23,32.6,17.7,2,0,0,0
1989,2,24,31,17.8,4,0,0,0
1989,2,25,29.3,17.1,2,0,0,0
1989,2,26,30.7,16.5,1,0,0,0
1989,2,27,31.3,15.1,5,0,0,0
1989,2,28,31.8,15.4,3,0,0,0
1989,3,1,32.4,18.2,2,0,0,0
1989,3,2,33.4,20.6,3,0,0,0
1989,3,3,33.3,17.1,4,0,0,0
1989,3,4,33.3,17.4,5,0,0,0
1989,3,5,33.1,18.6,5,0,0,0
1989,3,6,32.8,18.2,6,0,0,0
1989,3,7,31.4,16.3,6,0,0,0
1989,3,8,31.1,17,5,0,0,0
1989,3,9,30,19.4,6,0,0,0
1989,3,10,32.4,20.4,6,0,0,0
1989,3,11,31.7,19.4,8,0,0,0
1989,3,12,31.2,20.6,4,0,0,0
1989,3,13,31.6,16.8,5,0,0,0
1989,3,14,31.9,17.2,3,0,0,0
1989,3,15,32.1,17.8,4,0,0,0
1989,3,16,33,18.8,4,0,0,0
1989,3,17,33,20.2,5,0,0,0
1989,3,18,33.2,17.6,5,0,0,0
1989,3,19,34,19,4,0,0,0
1989,3,20,35.1,20.7,4,0,0,0
1989,3,21,35,20.4,4,0,0,0
1989,3,22,35.2,21.5,2,0,0,0
1989,3,23,35.4,22.6,3,0,0,0
1989,3,24,35.8,23.6,3,0,0,0
1989,3,25,36.4,21.6,2,0,0,0
1989,3,26,34.2,20.7,1,0,0,0
1989,3,27,35.2,21.2,3,0,0,0
1989,3,28,32.8,20.8,3,0,2,15
1989,3,29,34.2,17.7,4,8.2,2,15
1989,3,30,32.8,20.1,4,0,0,0
1989,3,31,31.4,19.1,6,0,0,0
1989,4,1,33,19.3,5,0,0,0
1989,4,2,33.1,21.6,4,0,0,0
1989,4,3,35.1,23.6,4,0,0,0
1989,4,4,36.3,23.7,3,0,0,0
1989,4,5,35.8,23.8,2,0,0,0
1989,4,6,35.6,24,3,0,0,0
1989,4,7,36.1,21.4,4,0,0,0
1989,4,8,35.7,20,3,0,0,0
1989,4,9,35.4,19.8,3,0,0,0
1989,4,10,36.1,20.1,3,0,0,0
1989,4,11,36.4,22.5,2,0,0,0
1989,4,12,37,25.4,3,0,0,0
1989,4,13,36.6,25.2,4,0,0,0
1989,4,14,36.8,22.1,4,0,0,0
1989,4,15,37.2,22.5,4,0,0,0
1989,4,16,38,23.2,3,0,0,0
1989,4,17,36.4,22.1,5,0,0,0
1989,4,18,37.6,21.6,5,0,0,0
1989,4,19,36.8,22.2,5,0,0,0
1989,4,20,35.5,24.5,6,0,0,0
1989,4,21,35.6,24,3,0,0,0
1989,4,22,35.2,24.4,5,0,0,0
1989,4,23,34.4,24.5,2,0,0,0
1989,4,24,35.1,25.6,4,0,0,0
1989,4,25,36.3,25.1,2,0,0,0
1989,4,26,36.8,25,4,0,0,0
1989,4,27,37.1,25.6,3,0,0,0
1989,4,28,36.8,25.6,4,0,0,0
1989,4,29,37.4,26.6,7,0,0,0
1989,4,30,36.5,25.6,7,0,0,0
1989,5,1,37.5,25.7,6,0,0,0
1989,5,2,38.6,27,4,0,0,0
1989,5,3,36.2,23.2,2,2.8,0,10
1989,5,4,35.8,23.7,4,0,0,0
1989,5,5,36.8,21.8,3,0,0,0
1989,5,6,36.4,23.6,2,0,0,0
1989,5,7,37.8,24.6,2,0,0,0
1989,5,8,36.6,24.4,3,0,0,0
1989,5,9,37,24.7,3,0,0,0
1989,5,10,37.2,25.1,2,0,0,0
1989,5,11,38.4,24.5,4,0,0,0
1989,5,12,38.9,26.1,2,0,0,0
1989,5,13,38.1,24.6,2,0,0,0
1989,5,14,37.2,26.4,5,0,0,0
1989,5,15,38.4,26.6,10,0,0,0
1989,5,16,38,27,8,0,0,0
1989,5,17,39.2,25.7,5,0,0,0
1989,5,18,39,24,6,0,0,0
1989,5,19,36.2,25.2,8,0,0,0
1989,5,20,37.2,24.8,10,0.6,0,17
1989,5,21,37.2,25.4,11,0,0,0
1989,5,22,36.1,19.5,5,23.2,2,20
1989,5,23,32.2,24.2,7,0,0,0
1989,5,24,36.1,24,13,0,0,0
1989,5,25,35,23.7,15,0,0,0
1989,5,26,35.2,23.8,13,0,0,0
1989,5,27,33.2,23.2,13,0,0,0
1989,5,28,33.8,22.4,10,0,0,0
1989,5,29,36,24.6,5,0,0,0
1989,5,30,35.2,25,7,0,0,0
1989,5,31,35,25.1,7,0,0,0
1989,6,1,35,25.4,6,0,0,0
1989,6,2,35.4,24.1,6,0,0,0
1989,6,3,33.2,24.2,8,0,0,0
1989,6,4,34.8,24.6,7,0.2,0,5
1989,6,5,35,22.6,5,19.4,1,20
1989,6,6,31.4,23.4,4,1.4,0,40
1989,6,7,33,23.1,11,0,0,0
1989,6,8,33.4,22.7,12,0,0,0
1989,6,9,32.8,23.2,12,5.2,  ,  
1989,6,10,32,23.3,13,0,0,0
1989,6,11,30.8,22.3,7,3,1,55
1989,6,12,30.2,23.4,11,0,0,0
1989,6,13,30.8,23.6,13,0,0,0
1989,6,14,29.5,22.8,14,0,0,0
1989,6,15,32,22.2,13,0,0,0
1989,6,16,32.8,22.5,10,1.4,0,12
1989,6,17,33.8,23.1,9,0,0,0
1989,6,18,33.8,22.6,10,2.4,0,30
1989,6,19,29.9,23.4,11,0,0,0
1989,6,20,33.6,23.1,9,0,0,0
1989,6,21,33.2,23.5,10,0,0,0
1989,6,22,32.3,23.5,10,0,0,0
1989,6,23,33.2,21.8,12,0,0,0
1989,6,24,33.8,22.6,11,0,0,0
1989,6,25,33.5,22,8,7,0,20
1989,6,26,33.3,22.4,10,0,0,0
1989,6,27,33.2,23.1,15,0,0,0
1989,6,28,31.6,23,16,0,0,0
1989,6,29,31,23.2,14,0,0,0
1989,6,30,31.5,21,12,0,0,0
1989,7,1,33.2,23.2,13,0,0,0
1989,7,2,33.8,23.4,10,0.2,0,3
1989,7,3,33,18.8,7,10.8,0,54
1989,7,4,31.8,22.6,5,0,0,0
1989,7,5,33.5,21.6,6,2.5,0,17
1989,7,6,32.1,19.6,7,13.6,4,22
1989,7,7,29.9,19.2,5,54.6,3,20
1989,7,8,29,22.4,4,0,0,0
1989,7,9,31.3,20,7,49.2,3,25
1989,7,10,30,22.2,3,0.5,0,10
1989,7,11,30.5,22.8,4,0,0,0
1989,7,12,31.8,21.6,5,2,0,50
1989,7,13,31.3,21.1,6,9,3,0
1989,7,14,29,22.2,10,0,0,0
1989,7,15,27.2,21,11,5.5,1,5
1989,7,16,27.3,19.6,8,12.4,10,5
1989,7,17,,20.4,12,29.8,4,20
1989,7,18,29.2,21.1,12,0,0,0
1989,7,19,29.4,22.1,10,0,0,0
1989,7,20,31.2,23.1,14,0,0,0
1989,7,21,28.8,22.8,16,0,0,0
1989,7,22,26.3,21.1,10,3.5,3,30
1989,7,23,24.5,20.5,15,6.8,13,30
1989,7,24,26.2,22.2,22,0.8,1,10
1989,7,25,29.6,22,15,0,0,0
1989,7,26,29.8,21.6,5,0,0,0
1989,7,27,29.6,22.7,11,0,0,0
1989,7,28,28.8,20.3,8,26.2,1,28
1989,7,29,27.4,21.8,4,0,0,0
1989,7,30,30.3,22,5,0,0,0
1989,7,31,30.6,21.7,6,0,0,0
1989,8,1,30.4,21.1,9,0,0,0
1989,8,2,30,21.7,12,0,0,0
1989,8,3,30,22.5,13,0,0,0
1989,8,4,28.2,22.1,15,0,0,0
1989,8,5,29,23.1,13,0,0,0
1989,8,6,29,21.8,10,0,0,0
1989,8,7,30.4,21.7,16,0,0,0
1989,8,8,31,21.7,11,0,0,0
1989,8,9,30.6,21.6,12,0,0,0
1989,8,10,31.4,22,10,0,0,0
1989,8,11,30.2,22,12,0,0,0
1989,8,12,29,22,16,0,0,0
1989,8,13,29.8,22,12,0.5,0,9
1989,8,14,30.2,21.8,18,0,0,0
1989,8,15,29.8,20.1,15,9.7,6,51
1989,8,16,27,20.6,12,1.2,2,0
1989,8,17,26.4,21.5,11,0,0,0
1989,8,18,28.1,21.7,13,0,0,0
1989,8,19,30.8,21.4,11,0,0,0
1989,8,20,31.2,22.1,8,0,0,0
1989,8,21,30,21.7,9,0,0,0
1989,8,22,31,22,12,0,0,0
1989,8,23,28.8,22,13,0,0,0
1989,8,24,29.8,22,10,0,0,0
1989,8,25,29.4,22.1,17,0,0,0
1989,8,26,29.8,22.2,13,0,0,0
1989,8,27,31.2,22.2,9,0,0,0
1989,8,28,32,21.1,11,1,0,12
1989,8,29,31.8,21.6,12,0,0,0
1989,8,30,32.1,22.1,11,0,0,0
1989,8,31,29.4,21.8,9,0,0,0
1989,9,1,30.6,21.3,7,0,0,0
1989,9,2,31.2,21.2,4,0,0,0
1989,9,3,32.2,22.2,3,0,0,0
1989,9,4,32.6,21.5,5,0,0,0
1989,9,5,32.5,22.1,5,7,0,5
1989,9,6,31.6,21.8,3,0,0,0
1989,9,7,31,22.2,5,0,0,0
1989,9,8,30,21,8,0,0,0
1989,9,9,30.2,21.1,10,0,0,0
1989,9,10,30.4,21.2,12,0,0,0
1989,9,11,31,22.1,13,0,0,0
1989,9,12,29.6,21.7,13,0,0,0
1989,9,13,31.2,22.1,12,0,0,0
1989,9,14,32,21.6,10,0,0,0
1989,9,15,32,22.1,14,0,0,0
1989,9,16,32.1,22,1,0,0,0
1989,9,17,33,21.1,7,0,0,0
1989,9,18,33,21.5,4,1,0,50
1989,9,19,31,20.2,4,53.6,1,40
1989,9,20,24.8,20.2,2,5.6,3,40
1989,9,21,30.4,21.8,2,16.6,0,20
1989,9,22,29.4,20.8,2,0,0,0
1989,9,23,29.8,20.6,1,2.4,0,30
1989,9,24,30.6,21.7,1,0,0,0
1989,9,25,30.2,20.6,3,0,0,0
1989,9,26,30.4,22.4,4,0,0,0
1989,9,27,30.2,20,3,24.5,4,0
1989,9,28,29.6,20.6,4,0.6,0,35
1989,9,29,29.3,20.7,4,16,0,27
1989,9,30,27.2,21.2,1,0,0,0
1989,10,1,28.3,19.4,1,15.8,4,22
1989,10,2,27.1,19.4,1,19.6,2,4
1989,10,3,28.4,20.1,3,0,0,0
1989,10,4,28.8,20.1,3,0,0,0
1989,10,5,29.3,20.2,3,4.2,1,12
1989,10,6,28.9,21,1,0,0,0
1989,10,7,28.4,20.2,1,8.6,0,40
1989,10,8,29.2,22.7,1,0.5,0,10
1989,10,9,29.8,20.5,1,0,0,0
1989,10,10,30.4,21.5,2,0,0,0
1989,10,11,30,20.6,3,0,0,0
1989,10,12,30.2,19.8,2,0,0,0
1989,10,13,29.4,20.2,2,0,0,0
1989,10,14,29.6,20,2,0,0,0
1989,10,15,30,19.1,2,0,0,0
1989,10,16,30.3,19.2,3,0,0,0
1989,10,17,30.1,19.1,2,0,0,0
1989,10,18,31.2,19.8,3,0,0,0
1989,10,19,30.2,20.5,1,0,0,0
1989,10,20,30.2,21.1,0,0,0,0
1989,10,21,30.1,19.1,1,0,0,0
1989,10,22,29.6,17,2,0,0,0
1989,10,23,29.1,18.1,2,0,0,0
1989,10,24,30,19.6,1,0,0,0
1989,10,25,30,19.6,1,0,0,0
1989,10,26,30.1,19.2,1,0,0,0
1989,10,27,30.8,20.3,1,0,0,0
1989,10,28,29.1,20.1,2,0,0,0
1989,10,29,30.4,19.1,1,24.6,2,30
1989,10,30,29.1,19.2,2,1.6,0,32
1989,10,31,28.4,19.1,4,0,0,0
1989,11,1,,,  ,,  ,  
1989,11,2,,,  ,0,0,0
1989,11,3,28.3,18.2,3,0,0,0
1989,11,4,28.6,18.5,1,0,0,0
1989,11,5,,,  ,,  ,  
1989,11,6,29.8,18.3,  ,0,0,0
1989,11,7,28.1,15.6,2,0,0,0
1989,11,8,27,17,2,0,0,0
1989,11,9,29,20.1,4,0,0,0
1989,11,10,29.6,19.8,2,14.2,2,0
1989,11,11,27.8,18.4,2,1.6,0,8
1989,11,12,,,  ,,  ,  
1989,11,13,,,  ,16.4,0,10
1989,11,14,23.7,19.6,2,1.4,0,10
1989,11,15,25.9,18.1,2,0,0,0
1989,11,16,25.7,17.6,1,0,0,0
1989,11,17,27.1,18.1,4,0,0,0
1989,11,18,26.2,18.4,4,0,0,0
1989,11,19,,,  ,,  ,  
1989,11,20,25.8,16.5,  ,0,0,0
1989,11,21,26.4,14.6,3,0,0,0
1989,11,22,,,  ,,  ,  
1989,11,23,26.4,14.1,  ,0,0,0
1989,11,24,26,15,3,0,0,0
1989,11,25,26.2,15.5,3,0,0,0
1989,11,26,,,  ,,  ,  
1989,11,27,26.5,15.5,  ,0,0,0
1989,11,28,27.4,17.1,4,0,0,0
1989,11,29,26.5,15,2,0,0,0
1989,11,30,26.7,16.7,2,0,0,0
1989,12,1,25.8,18.3,2,1,2,34
1989,12,2,25,18,7,19.8,6,10
1989,12,3,,,  ,,  ,  
1989,12,4,24.8,16.6,  ,23,  ,  
1989,12,5,25,16.7,2,0,0,0
1989,12,6,24.8,16.3,2,0,0,0
1989,12,7,24.4,14.8,3,0,0,0
1989,12,8,25,14.6,2,0,0,0
1989,12,9,24.8,13.6,1,0,0,0
1989,12,10,,,  ,,  ,  
1989,12,11,25,14.5,  ,0,0,0
1989,12,12,25,15.5,2,0,0,0
1989,12,13,25.8,15.1,2,0,0,0
1989,12,14,24.7,16.4,5,0,0,0
1989,12,15,25,14.5,4,0,0,0
1989,12,16,25.1,14.6,3,0,0,0
1989,12,17,,,  ,,  ,  
1989,12,18,24.5,12.6,  ,0,0,0
1989,12,19,25.8,16.2,4,0,0,0
1989,12,20,24,15.5,3,0,0,0
1989,12,21,26.1,14.1,4,0,0,0
1989,12,22,27,14.6,2,0,0,0
1989,12,23,27,16.6,2,0,0,0
1989,12,24,,,  ,,  ,  
1989,12,25,,,  ,,  ,  
1989,12,26,27.4,15.1,  ,0,0,0
1989,12,27,28.2,18.1,4,0,0,0
1989,12,28,29.8,17.7,5,0,0,0
1989,12,29,28.2,18.4,3,0,0,0
1989,12,30,28,18.4,4,0,0,0
1989,12,31,,,  ,,  ,  
1990,1,1,,,  ,,  ,  
1990,1,2,29,16.6,  ,0,0,0
1990,1,3,27.2,15.7,4,0,0,0
1990,1,4,27,16.1,6,0,0,0
1990,1,5,27,15,5,0,0,0
1990,1,6,25.2,17,7,0,0,0
1990,1,7,,,  ,,  ,  
1990,1,8,23.8,17.6,  ,0,0,0
1990,1,9,27,14.6,5,0,0,0
1990,1,10,27.2,14.5,4,0,0,0
1990,1,11,27.5,15.4,3,0,0,0
1990,1,12,27,12.2,4,0,0,0
1990,1,13,27.4,13.1,4,0,0,0
1990,1,14,,,  ,,  ,  
1990,1,15,29,14.2,  ,0,0,0
1990,1,16,29.2,15,3,0,0,0
1990,1,17,29.2,12.7,3,0,0,0
1990,1,18,28.4,13.6,2,0,0,0
1990,1,19,29.2,12.1,1,0,0,0
1990,1,20,29.4,14.5,2,0,0,0
1990,1,21,,,  ,,  ,  
1990,1,22,30.5,14.4,  ,0,0,0
1990,1,23,29.2,13.6,4,0,0,0
1990,1,24,28.8,12.6,4,0,0,0
1990,1,25,29.8,14.6,2,0,0,0
1990,1,26,,,  ,,  ,  
1990,1,27,29.8,14.6,  ,0,0,0
1990,1,28,,,  ,,  ,  
1990,1,29,29.1,13,  ,0,0,0
1990,1,30,28.4,13.2,3,0,0,0
1990,1,31,30.4,14.1,2,0,0,0
1990,2,1,29.8,15,2,0,0,0
1990,2,2,31,14.6,1,0,0,0
1990,2,3,30.4,12.6,2,0,0,0
1990,2,4,,,  ,,  ,  
1990,2,5,29.8,13,  ,0,0,0
1990,2,6,30.8,14.6,2,0,0,0
1990,2,7,29.4,13.5,5,0,0,0
1990,2,8,28.4,16.1,5,0,0,0
1990,2,9,29,15.6,5,0,0,0
1990,2,10,29.8,17,8,0,0,0
1990,2,11,,,  ,,  ,  
1990,2,12,29.1,16.2,  ,0,0,0
1990,2,13,30.4,17.2,6,0,0,0
1990,2,14,31.4,17.1,4,0,0,0
1990,2,15,31.3,18.6,5,0,0,0
1990,2,16,33,19,3,0,0,0
1990,2,17,32.8,20.2,3,0,0,0
1990,2,18,,,  ,,  ,  
1990,2,19,34.1,19.6,  ,0,0,0
1990,2,20,34,20,5,0,0,0
1990,2,21,33.8,19.8,4,0,0,0
1990,2,22,33.8,18.6,3,0,0,0
